Id,Expression,Answer
1572,526+604,1130
1573,337+450,787
1574,392+442,834
1575,43+323,366
1576,8+278,286
1577,490+485,975
1578,185+407,592
1579,370+262,632
1580,768+73,841
1581,30+973,1003
1582,604+572,1176
1583,535+335,870
1584,332+840,1172
1585,366+487,853
1586,904+835,1739
1587,278+164,442
1588,975+145,1120
1589,518+235,753
1590,784+860,1644
1591,674+764,1438
1592,511+328,839
1593,12+933,945
1594,540+860,1400
1595,366+388,754
1596,318+599,917
1597,339+984,1323
1598,401+706,1107
1599,292+197,489
1600,464+598,1062
1601,709+891,1600
1602,612+532,1144
1603,472+467,939
1604,33+745,778
1605,979+454,1433
1606,347+633,980
1607,455+7,462
1608,642+762,1404
1609,274+961,1235
1610,406+845,1251
1611,741+816,1557
1612,612+473,1085
1613,631+735,1366
1614,838+489,1327
1615,777+113,890
1616,298+33,331
1617,453+348,801
1618,779+836,1615
1619,329+470,799
1620,854+111,965
1621,600+33,633
1622,8+527,535
1623,967+248,1215
1624,659+638,1297
1625,670+295,965
1626,580+443,1023
1627,363+141,504
1628,263+405,668
1629,100+568,668
1630,458+530,988
1631,275+102,377
1632,85+860,945
1633,122+713,835
1634,875+148,1023
1635,927+110,1037
1636,132+173,305
1637,157+410,567
1638,141+244,385
1639,374+228,602
1640,104+627,731
1641,608+119,727
1642,160+213,373
1643,548+914,1462
1644,421+117,538
1645,30+222,252
1646,563+908,1471
1647,68+781,849
1648,510+448,958
1649,334+969,1303
1650,389+326,715
1651,440+593,1033
1652,248+203,451
1653,866+459,1325
1654,444+245,689
1655,966+720,1686
1656,955+184,1139
1657,31+886,917
1658,832+896,1728
1659,276+768,1044
1660,40+885,925
1661,986+302,1288
1662,362+51,413
1663,506+908,1414
1664,499+576,1075
1665,905+43,948
1666,382+775,1157
1667,646+321,967
1668,522+952,1474
1669,862+984,1846
1670,66+602,668
1671,970+907,1877
1672,608+357,965
1673,46+274,320
1674,744+730,1474
1675,230+558,788
1676,738+24,762
1677,237+348,585
1678,926+8,934
1679,81+309,390
1680,940+467,1407
1681,176+361,537
1682,636+524,1160
1683,205+29,234
1684,691+948,1639
1685,759+211,970
1686,3+84,87
1687,756+606,1362
1688,518+671,1189
1689,510+320,830
1690,59+915,974
1691,605+154,759
1692,672+172,844
1693,930+843,1773
1694,116+449,565
1695,79+559,638
1696,786+767,1553
1697,406+475,881
1698,618+890,1508
1699,58+223,281
1700,104+489,593
1701,3+169,172
1702,452+237,689
1703,429+613,1042
1704,766+601,1367
1705,792+381,1173
1706,590+9,599
1707,908+448,1356
1708,114+269,383
1709,31+995,1026
1710,651+578,1229
1711,431+885,1316
1712,413+691,1104
1713,705+91,796
1714,222+490,712
1715,548+949,1497
1716,925+531,1456
1717,319+141,460
1718,601+762,1363
1719,622+778,1400
1720,900+734,1634
1721,794+660,1454
1722,805+850,1655
1723,622+430,1052
1724,641+340,981
1725,35+895,930
1726,532+85,617
1727,197+969,1166
1728,798+178,976
1729,425+334,759
1730,872+801,1673
1731,245+124,369
1732,948+372,1320
1733,61+648,709
1734,877+330,1207
1735,671+844,1515
1736,669+294,963
1737,773+589,1362
1738,168+352,520
1739,959+109,1068
1740,549+278,827
1741,179+816,995
1742,302+316,618
1743,502+345,847
1744,14+888,902
1745,692+915,1607
1746,583+574,1157
1747,981+110,1091
1748,843+259,1102
1749,769+791,1560
1750,200+379,579
1751,389+928,1317
1752,966+379,1345
1753,18+987,1005
1754,765+655,1420
1755,455+278,733
1756,740+547,1287
1757,809+800,1609
1758,671+248,919
1759,935+295,1230
1760,910+416,1326
1761,464+362,826
1762,636+939,1575
1763,38+647,685
1764,212+589,801
1765,699+946,1645
1766,504+401,905
1767,826+686,1512
1768,954+168,1122
1769,646+833,1479
1770,643+328,971
1771,725+478,1203
1772,516+27,543
1773,419+146,565
1774,738+814,1552
1775,806+675,1481
1776,164+4,168
1777,768+761,1529
1778,514+626,1140
1779,426+947,1373
1780,348+930,1278
1781,495+421,916
1782,552+111,663
1783,335+419,754
1784,361+396,757
1785,589+500,1089
1786,870+249,1119
1787,781+326,1107
1788,40+64,104
1789,677+752,1429
1790,867+279,1146
1791,192+680,872
1792,388+276,664
1793,361+841,1202
1794,15+238,253
1795,780+120,900
1796,30+781,811
1797,744+228,972
1798,544+174,718
1799,712+570,1282
1800,793+62,855
1801,434+558,992
1802,78+18,96
1803,908+428,1336
1804,959+415,1374
1805,966+85,1051
1806,758+82,840
1807,22+587,609
1808,359+4,363
1809,939+731,1670
1810,322+368,690
1811,107+262,369
1812,428+951,1379
1813,891+22,913
1814,485+626,1111
1815,289+17,306
1816,733+382,1115
1817,135+312,447
1818,474+80,554
1819,540+783,1323
1820,491+571,1062
1821,645+77,722
1822,81+977,1058
1823,287+110,397
1824,434+492,926
1825,434+30,464
1826,575+405,980
1827,851+491,1342
1828,924+856,1780
1829,265+677,942
1830,322+352,674
1831,522+184,706
1832,706+45,751
1833,432+328,760
1834,288+62,350
1835,40+175,215
1836,432+650,1082
1837,167+201,368
1838,930+373,1303
1839,106+7,113
1840,848+912,1760
1841,805+840,1645
1842,512+94,606
1843,96+684,780
1844,813+491,1304
1845,677+821,1498
1846,864+178,1042
1847,200+180,380
1848,356+954,1310
1849,738+208,946
1850,949+434,1383
1851,777+167,944
1852,718+324,1042
1853,529+330,859
1854,871+607,1478
1855,578+529,1107
1856,88+956,1044
1857,964+807,1771
1858,650+743,1393
1859,209+296,505
1860,308+302,610
1861,395+457,852
1862,11+293,304
1863,450+185,635
1864,935+196,1131
1865,956+379,1335
1866,449+336,785
1867,896+941,1837
1868,424+605,1029
1869,239+869,1108
1870,190+98,288
1871,242+39,281
1872,137+833,970
1873,373+437,810
1874,396+550,946
1875,393+272,665
1876,34+433,467
1877,161+132,293
1878,297+991,1288
1879,572+549,1121
1880,157+98,255
1881,25+851,876
1882,836+430,1266
1883,701+635,1336
1884,440+157,597
1885,8+395,403
1886,227+497,724
1887,205+497,702
1888,530+819,1349
1889,891+495,1386
1890,6+302,308
1891,226+267,493
1892,735+307,1042
1893,560+472,1032
1894,917+264,1181
1895,576+30,606
1896,305+199,504
1897,126+578,704
1898,876+270,1146
1899,287+331,618
1900,421+258,679
1901,801+96,897
1902,191+180,371
1903,873+254,1127
1904,477+839,1316
1905,386+221,607
1906,167+828,995
1907,390+743,1133
1908,136+974,1110
1909,47+753,800
1910,568+115,683
1911,619+940,1559
1912,403+842,1245
1913,738+443,1181
1914,94+433,527
1915,311+30,341
1916,820+217,1037
1917,945+714,1659
1918,783+110,893
1919,186+991,1177
1920,540+21,561
1921,96+990,1086
1922,117+296,413
1923,126+460,586
1924,580+545,1125
1925,735+289,1024
1926,246+220,466
1927,684+50,734
1928,479+823,1302
1929,229+972,1201
1930,805+125,930
1931,664+859,1523
1932,846+720,1566
1933,984+750,1734
1934,637+387,1024
1935,596+57,653
1936,297+690,987
1937,446+962,1408
1938,501+658,1159
1939,384+234,618
1940,916+536,1452
1941,140+121,261
1942,212+717,929
1943,401+672,1073
1944,341+446,787
1945,89+8,97
1946,570+60,630
1947,557+681,1238
1948,907+692,1599
1949,312+575,887
1950,459+227,686
1951,869+663,1532
1952,258+105,363
1953,432+627,1059
1954,578+572,1150
1955,541+355,896
1956,133+219,352
1957,41+724,765
1958,619+180,799
1959,272+157,429
1960,469+632,1101
1961,23+660,683
1962,128+101,229
1963,841+262,1103
1964,911+98,1009
1965,984+913,1897
1966,102+8,110
1967,825+351,1176
1968,243+156,399
1969,182+466,648
1970,778+906,1684
1971,242+707,949
1972,939+360,1299
1973,575+186,761
1974,867+705,1572
1975,665+541,1206
1976,275+720,995
1977,778+44,822
1978,377+173,550
1979,578+319,897
1980,108+466,574
1981,142+569,711
1982,709+562,1271
1983,473+542,1015
1984,590+566,1156
1985,210+417,627
1986,305+278,583
1987,176+518,694
1988,191+121,312
1989,986+749,1735
1990,1+952,953
1991,426+54,480
1992,845+782,1627
1993,335+223,558
1994,446+336,782
1995,292+33,325
1996,785+969,1754
1997,386+562,948
1998,449+81,530
1999,239+321,560
2000,410+977,1387
2001,641+60,701
2002,787+917,1704
2003,344+279,623
2004,0+77,77
2005,571+624,1195
2006,243+896,1139
2007,744+366,1110
2008,620+346,966
2009,54+262,316
2010,567+311,878
2011,479+67,546
2012,873+505,1378
2013,867+341,1208
2014,635+166,801
2015,883+722,1605
2016,920+893,1813
2017,281+807,1088
2018,279+135,414
2019,442+913,1355
2020,853+408,1261
2021,845+914,1759
2022,860+83,943
2023,276+983,1259
2024,882+96,978
2025,22+745,767
2026,430+714,1144
2027,891+757,1648
2028,418+244,662
2029,842+747,1589
2030,340+512,852
2031,98+47,145
2032,428+97,525
2033,673+280,953
2034,999+847,1846
2035,317+425,742
2036,901+274,1175
2037,947+534,1481
2038,76+330,406
2039,157+308,465
2040,733+198,931
2041,427+351,778
2042,993+165,1158
2043,203+574,777
2044,205+376,581
2045,156+39,195
2046,629+216,845
2047,176+478,654
2048,485+278,763
2049,256+882,1138
2050,889+58,947
2051,133+647,780
2052,861+860,1721
2053,940+920,1860
2054,623+484,1107
2055,128+403,531
2056,279+35,314
2057,260+464,724
2058,300+649,949
2059,348+338,686
2060,934+161,1095
2061,277+470,747
2062,999+162,1161
2063,384+557,941
2064,71+456,527
2065,395+994,1389
2066,574+162,736
2067,568+635,1203
2068,869+199,1068
2069,181+418,599
2070,67+747,814
2071,911+497,1408
2072,654+360,1014
2073,946+889,1835
2074,515+872,1387
2075,44+382,426
2076,381+94,475
2077,788+342,1130
2078,23+186,209
2079,828+744,1572
2080,466+638,1104
2081,635+505,1140
2082,763+16,779
2083,793+966,1759
2084,541+13,554
2085,805+527,1332
2086,77+431,508
2087,62+261,323
2088,598+889,1487
2089,990+343,1333
2090,347+565,912
2091,726+130,856
2092,379+52,431
2093,689+840,1529
2094,598+128,726
2095,441+135,576
2096,659+656,1315
2097,373+214,587
2098,105+780,885
2099,225+74,299
2100,838+31,869
2101,548+379,927
2102,488+866,1354
2103,750+134,884
2104,542+5,547
2105,118+482,600
2106,393+448,841
2107,505+437,942
2108,163+229,392
2109,141+710,851
2110,816+851,1667
2111,646+453,1099
2112,280+925,1205
2113,314+716,1030
2114,393+76,469
2115,108+940,1048
2116,941+392,1333
2117,814+628,1442
2118,278+175,453
2119,806+521,1327
2120,481+220,701
2121,820+654,1474
2122,408+305,713
2123,484+996,1480
2124,128+108,236
2125,19+564,583
2126,574+183,757
2127,612+295,907
2128,905+860,1765
2129,623+501,1124
2130,178+89,267
2131,823+728,1551
2132,885+444,1329
2133,552+82,634
2134,579+484,1063
2135,190+445,635
2136,741+583,1324
2137,193+434,627
2138,852+600,1452
2139,607+703,1310
2140,113+989,1102
2141,986+557,1543
2142,92+440,532
2143,217+712,929
2144,988+913,1901
2145,777+23,800
2146,866+36,902
2147,525+977,1502
2148,836+546,1382
2149,824+51,875
2150,377+660,1037
2151,349+96,445
2152,485+106,591
2153,456+402,858
2154,667+663,1330
2155,680+820,1500
2156,457+853,1310
2157,50+386,436
2158,343+980,1323
2159,35+139,174
2160,516+670,1186
2161,46+231,277
2162,29+708,737
2163,399+469,868
2164,697+30,727
2165,472+44,516
2166,561+295,856
2167,509+97,606
2168,127+688,815
2169,896+460,1356
2170,179+644,823
2171,964+666,1630
2172,30+47,77
2173,596+414,1010
2174,192+682,874
2175,36+903,939
2176,18+945,963
2177,817+382,1199
2178,144+576,720
2179,829+934,1763
2180,118+45,163
2181,982+976,1958
2182,334+454,788
2183,228+849,1077
2184,477+167,644
2185,229+935,1164
2186,236+774,1010
2187,584+652,1236
2188,903+173,1076
2189,998+438,1436
2190,70+585,655
2191,463+401,864
2192,207+892,1099
2193,50+550,600
2194,199+89,288
2195,237+875,1112
2196,720+311,1031
2197,941+171,1112
2198,420+642,1062
2199,74+807,881
2200,317+290,607
2201,402+487,889
2202,514+967,1481
2203,8+441,449
2204,651+373,1024
2205,314+550,864
2206,534+707,1241
2207,511+643,1154
2208,160+33,193
2209,182+939,1121
2210,838+458,1296
2211,859+704,1563
2212,389+598,987
2213,98+164,262
2214,77+994,1071
2215,8+787,795
2216,841+672,1513
2217,576+269,845
2218,487+191,678
2219,106+89,195
2220,944+557,1501
2221,695+211,906
2222,67+420,487
2223,446+761,1207
2224,707+606,1313
2225,463+317,780
2226,90+92,182
2227,954+308,1262
2228,375+197,572
2229,24+545,569
2230,149+422,571
2231,67+358,425
2232,992+386,1378
2233,620+407,1027
2234,370+426,796
2235,649+327,976
2236,209+759,968
2237,941+529,1470
2238,632+11,643
2239,888+410,1298
2240,162+225,387
2241,782+595,1377
2242,758+839,1597
2243,73+743,816
2244,206+123,329
2245,834+500,1334
2246,589+465,1054
2247,9+439,448
2248,860+369,1229
2249,6+686,692
2250,736+121,857
2251,961+49,1010
2252,72+643,715
2253,382+200,582
2254,155+358,513
2255,873+922,1795
2256,494+141,635
2257,703+849,1552
2258,752+405,1157
2259,670+191,861
2260,966+984,1950
2261,290+607,897
2262,692+222,914
2263,959+763,1722
2264,783+370,1153
2265,40+532,572
2266,253+356,609
2267,865+163,1028
2268,248+827,1075
2269,696+706,1402
2270,566+260,826
2271,947+527,1474
2272,94+12,106
2273,221+844,1065
2274,331+222,553
2275,30+307,337
2276,586+890,1476
2277,903+196,1099
2278,616+676,1292
2279,100+55,155
2280,519+572,1091
2281,150+770,920
2282,24+566,590
2283,367+994,1361
2284,285+590,875
2285,57+420,477
2286,680+296,976
2287,924+633,1557
2288,637+720,1357
2289,879+407,1286
2290,355+950,1305
2291,551+687,1238
2292,474+609,1083
2293,116+289,405
2294,789+983,1772
2295,405+242,647
2296,372+493,865
2297,573+459,1032
2298,132+470,602
2299,566+360,926
2300,913+712,1625
2301,14+814,828
2302,815+135,950
2303,831+40,871
2304,792+444,1236
2305,899+999,1898
2306,163+666,829
2307,311+609,920
2308,335+446,781
2309,793+797,1590
2310,427+65,492
2311,674+617,1291
2312,586+814,1400
2313,948+363,1311
2314,626+450,1076
2315,818+302,1120
2316,260+456,716
2317,725+657,1382
2318,203+0,203
2319,613+41,654
2320,224+522,746
2321,828+199,1027
2322,383+222,605
2323,852+438,1290
2324,265+554,819
2325,76+742,818
2326,785+200,985
2327,146+867,1013
2328,349+847,1196
2329,542+578,1120
2330,996+130,1126
2331,488+433,921
2332,50+65,115
2333,639+966,1605
2334,802+153,955
2335,501+878,1379
2336,75+525,600
2337,711+316,1027
2338,905+80,985
2339,64+564,628
2340,278+393,671
2341,180+118,298
2342,211+81,292
2343,338+469,807
2344,161+135,296
2345,176+267,443
2346,564+980,1544
2347,739+706,1445
2348,418+723,1141
2349,905+976,1881
2350,48+184,232
2351,388+898,1286
2352,686+81,767
2353,606+677,1283
2354,565+276,841
2355,637+840,1477
2356,918+904,1822
2357,584+525,1109
2358,11+390,401
2359,38+356,394
2360,983+940,1923
2361,955+859,1814
2362,198+872,1070
2363,647+675,1322
2364,779+18,797
2365,824+434,1258
2366,769+921,1690
2367,331+90,421
2368,975+362,1337
2369,903+907,1810
2370,312+281,593
2371,644+779,1423
2372,45+290,335
2373,284+421,705
2374,246+179,425
2375,986+881,1867
2376,458+933,1391
2377,351+641,992
2378,787+888,1675
2379,762+369,1131
2380,150+996,1146
2381,120+835,955
2382,339+724,1063
2383,139+68,207
2384,172+901,1073
2385,206+833,1039
2386,298+343,641
2387,667+479,1146
2388,540+76,616
2389,334+299,633
2390,535+395,930
2391,87+378,465
2392,353+771,1124
2393,532+894,1426
2394,276+420,696
2395,915+163,1078
2396,353+905,1258
2397,737+143,880
2398,108+608,716
2399,873+517,1390
2400,516+399,915
2401,645+145,790
2402,757+611,1368
2403,127+924,1051
2404,826+241,1067
2405,506+947,1453
2406,327+523,850
2407,293+711,1004
2408,534+517,1051
2409,512+163,675
2410,908+81,989
2411,297+34,331
2412,251+46,297
2413,545+448,993
2414,299+348,647
2415,520+716,1236
2416,378+401,779
2417,259+488,747
2418,535+135,670
2419,302+719,1021
2420,111+305,416
2421,341+763,1104
2422,486+683,1169
2423,793+643,1436
2424,180+13,193
2425,530+816,1346
2426,129+618,747
2427,674+606,1280
2428,443+835,1278
2429,696+210,906
2430,309+593,902
2431,729+973,1702
2432,605+829,1434
2433,279+919,1198
2434,878+523,1401
2435,455+75,530
2436,514+662,1176
2437,980+828,1808
2438,458+286,744
2439,614+460,1074
2440,318+283,601
2441,488+180,668
2442,279+852,1131
2443,941+678,1619
2444,54+537,591
2445,399+828,1227
2446,415+245,660
2447,834+674,1508
2448,176+949,1125
2449,238+807,1045
2450,351+701,1052
2451,408+857,1265
2452,507+337,844
2453,485+359,844
2454,670+9,679
2455,399+694,1093
2456,227+862,1089
2457,47+420,467
2458,57+884,941
2459,23+824,847
2460,44+767,811
2461,817+363,1180
2462,763+787,1550
2463,223+613,836
2464,849+953,1802
2465,145+143,288
2466,497+795,1292
2467,107+438,545
2468,940+253,1193
2469,624+31,655
2470,654+928,1582
2471,837+42,879
2472,500+862,1362
2473,893+381,1274
2474,295+895,1190
2475,455+313,768
2476,851+664,1515
2477,675+365,1040
2478,881+335,1216
2479,561+646,1207
2480,493+775,1268
2481,715+141,856
2482,569+84,653
2483,890+237,1127
2484,727+146,873
2485,115+243,358
2486,254+923,1177
2487,984+906,1890
2488,132+617,749
2489,689+906,1595
2490,88+292,380
2491,878+94,972
2492,457+365,822
2493,742+879,1621
2494,68+28,96
2495,399+874,1273
2496,667+457,1124
2497,700+744,1444
2498,835+527,1362
2499,271+90,361
2500,911+733,1644
2501,718+127,845
2502,384+945,1329
2503,136+511,647
2504,100+645,745
2505,978+14,992
2506,343+137,480
2507,928+817,1745
2508,902+58,960
2509,961+41,1002
2510,790+86,876
2511,540+174,714
2512,25+750,775
2513,101+665,766
2514,987+790,1777
2515,483+761,1244
2516,886+64,950
2517,89+247,336
2518,852+928,1780
2519,282+535,817
2520,433+703,1136
2521,649+977,1626
2522,589+926,1515
2523,74+926,1000
2524,457+410,867
2525,863+535,1398
2526,326+67,393
2527,228+47,275
2528,406+534,940
2529,19+230,249
2530,286+352,638
2531,566+249,815
2532,753+466,1219
2533,809+927,1736
2534,633+230,863
2535,20+81,101
2536,33+953,986
2537,593+637,1230
2538,61+370,431
2539,690+502,1192
2540,432+96,528
2541,486+311,797
2542,691+38,729
2543,560+150,710
2544,516+474,990
2545,758+82,840
2546,576+323,899
2547,255+592,847
2548,624+862,1486
2549,703+228,931
2550,69+362,431
2551,431+277,708
2552,714+286,1000
2553,785+960,1745
2554,713+433,1146
2555,811+809,1620
2556,538+149,687
2557,127+461,588
2558,64+467,531
2559,45+622,667
2560,409+672,1081
2561,518+392,910
2562,686+198,884
2563,385+944,1329
2564,573+370,943
2565,927+124,1051
2566,237+541,778
2567,795+206,1001
2568,111+800,911
2569,396+690,1086
2570,683+599,1282
2571,668+15,683
2572,172+422,594
2573,675+552,1227
2574,225+763,988
2575,509+340,849
2576,119+935,1054
2577,746+446,1192
2578,508+86,594
2579,53+435,488
2580,13+841,854
2581,74+188,262
2582,300+322,622
2583,538+977,1515
2584,657+73,730
2585,184+338,522
2586,981+439,1420
2587,880+481,1361
2588,796+548,1344
2589,652+685,1337
2590,281+390,671
2591,261+34,295
2592,172+338,510
2593,295+21,316
2594,583+500,1083
2595,552+869,1421
2596,574+84,658
2597,696+406,1102
2598,289+913,1202
2599,567+830,1397
2600,436+738,1174
2601,969+710,1679
2602,619+7,626
2603,379+435,814
2604,999+889,1888
2605,725+722,1447
2606,189+351,540
2607,904+560,1464
2608,137+619,756
2609,655+863,1518
2610,479+548,1027
2611,786+854,1640
2612,274+736,1010
2613,32+996,1028
2614,432+341,773
2615,449+515,964
2616,60+631,691
2617,330+14,344
2618,635+539,1174
2619,388+470,858
2620,580+278,858
2621,978+615,1593
2622,309+721,1030
2623,831+670,1501
2624,391+906,1297
2625,463+465,928
2626,33+712,745
2627,119+179,298
2628,69+652,721
2629,55+132,187
2630,267+795,1062
2631,421+811,1232
2632,171+139,310
2633,518+924,1442
2634,754+489,1243
2635,368+913,1281
2636,763+865,1628
2637,210+353,563
2638,273+728,1001
2639,499+881,1380
2640,30+998,1028
2641,447+253,700
2642,829+788,1617
2643,818+387,1205
2644,981+68,1049
2645,227+280,507
2646,163+159,322
2647,993+722,1715
2648,686+545,1231
2649,465+151,616
2650,492+604,1096
2651,753+160,913
2652,170+572,742
2653,203+343,546
2654,248+758,1006
2655,439+493,932
2656,159+823,982
2657,884+351,1235
2658,403+404,807
2659,1+273,274
2660,707+693,1400
2661,817+927,1744
2662,119+70,189
2663,432+583,1015
2664,422+533,955
2665,16+842,858
2666,870+476,1346
2667,446+630,1076
2668,552+298,850
2669,627+616,1243
2670,923+820,1743
